user_id,item_id,event_type,created_at,destination_category,destination_popularity,cultural_score,adventure_score,relaxation_score,category_diversity,trust_score,user_total_feedback_count,is_strong_engagement,has_positive_feedback,label
user_108,dest_64,trip_click,2026-03-07T02:27:19.515Z,relaxation,0.331,0.307,0.864,0.623,0.343,0.548,39,1,0,1
user_79,dest_52,trip_click,2026-03-04T23:42:19.748Z,mixed,0.436,0.710,0.377,0.543,0.156,0.330,40,1,0,1
user_198,dest_61,book,2026-03-07T04:46:44.118Z,relaxation,0.454,0.971,0.349,0.324,0.621,0.775,2,1,1,1
user_78,dest_30,view,2026-03-18T14:54:00.143Z,mixed,0.922,0.542,0.715,0.295,0.062,0.542,15,0,0,0
user_142,dest_94,trip_click,2026-03-19T11:12:27.449Z,mixed,0.118,0.442,0.280,0.799,0.000,0.363,22,1,0,1
user_92,dest_55,save_trip,2026-02-27T23:32:42.838Z,mixed,0.554,0.770,0.769,0.682,0.392,0.748,13,1,0,1
user_182,dest_99,trip_click,2026-03-11T21:18:06.593Z,adventure,0.292,0.582,0.334,0.246,0.421,0.339,19,1,0,1
user_94,dest_38,book,2026-03-27T05:41:18.455Z,relaxation,0.369,0.975,0.427,0.466,0.351,0.864,9,1,0,1
user_195,dest_53,view,2026-03-26T16:59:45.606Z,mixed,0.196,0.790,0.690,0.260,0.563,0.562,8,0,0,0
user_84,dest_23,trip_click,2026-03-23T07:16:22.758Z,adventure,0.924,0.628,0.388,0.211,0.548,0.314,29,1,0,1
user_149,dest_92,trip_click,2026-03-19T17:55:03.300Z,adventure,0.747,0.524,0.400,0.948,0.831,0.459,24,1,0,1
user_148,dest_11,book,2026-03-26T11:03:48.965Z,cultural,0.664,0.866,0.607,0.662,0.915,0.682,35,1,0,1
user_130,dest_33,view,2026-03-09T10:04:02.169Z,relaxation,0.784,0.846,0.778,0.683,0.992,0.362,1,0,1,1
user_74,dest_14,save,2026-03-14T08:44:25.641Z,cultural,0.002,0.789,0.404,0.596,0.066,0.883,21,1,1,1
user_72,dest_26,view,2026-03-06T00:24:07.512Z,mixed,0.131,0.972,0.346,0.328,0.108,0.322,31,0,0,0
user_59,dest_13,trip_click,2026-03-14T13:12:08.771Z,adventure,0.122,0.683,0.485,0.705,0.968,0.847,35,1,0,1
user_117,dest_78,trip_click,2026-03-05T05:35:59.416Z,relaxation,0.018,0.405,0.431,0.725,0.886,0.505,1,1,0,1
user_1,dest_24,view,2026-03-24T19:02:24.404Z,mixed,0.758,0.350,0.962,0.586,0.426,0.716,2,0,0,0
user_85,dest_79,save,2026-03-08T06:39:16.373Z,mixed,0.516,0.619,0.621,0.224,0.906,0.446,46,1,0,1
user_49,dest_41,book,2026-02-26T05:23:14.185Z,relaxation,0.335,0.355,0.754,0.370,0.507,0.395,20,1,0,1
user_81,dest_100,view,2026-03-25T00:08:19.867Z,mixed,0.684,0.783,0.568,0.348,0.606,0.578,8,0,0,0
user_107,dest_83,save,2026-03-14T13:03:24.384Z,mixed,0.230,0.238,0.691,0.748,0.718,0.501,5,1,0,1
user_144,dest_25,view,2026-03-02T08:47:53.643Z,mixed,0.412,0.243,0.510,0.206,0.346,0.686,24,0,0,0
user_99,dest_46,save_trip,2026-03-20T12:34:38.620Z,mixed,0.807,0.514,0.796,0.722,0.978,0.694,32,1,1,1
user_119,dest_79,save,2026-03-01T08:25:51.959Z,mixed,0.516,0.648,0.758,0.698,0.237,0.503,13,1,0,1
user_128,dest_97,book,2026-03-03T18:31:57.088Z,cultural,0.668,0.550,0.901,0.711,0.166,0.735,4,1,0,1
user_21,dest_8,book,2026-03-24T14:04:06.898Z,cultural,0.494,0.663,0.225,0.230,0.069,0.406,24,1,1,1
user_83,dest_83,book,2026-03-21T07:14:14.869Z,mixed,0.230,0.409,0.751,0.894,0.249,0.704,11,1,1,1
user_40,dest_68,view,2026-03-01T17:48:29.823Z,cultural,0.845,0.500,0.290,0.849,0.839,0.688,21,0,0,0
user_118,dest_33,view,2026-03-10T12:14:18.834Z,relaxation,0.784,0.339,0.679,0.671,0.100,0.558,37,0,0,0
user_31,dest_26,save,2026-03-23T11:25:07.575Z,mixed,0.131,0.764,0.760,0.618,0.662,0.602,50,1,1,1
user_41,dest_72,book,2026-03-01T06:00:18.922Z,cultural,0.624,0.729,0.517,0.762,0.902,0.530,14,1,1,1
user_131,dest_94,book,2026-03-19T04:10:05.464Z,mixed,0.118,0.408,0.759,0.386,0.430,0.422,5,1,1,1
user_108,dest_78,view,2026-03-11T04:57:21.719Z,relaxation,0.018,0.307,0.864,0.623,0.343,0.548,39,0,1,1
user_10,dest_70,view,2026-03-06T06:34:14.266Z,adventure,0.314,0.235,0.847,0.365,0.202,0.862,2,0,1,1
user_170,dest_91,save,2026-03-02T04:31:17.668Z,cultural,0.181,0.674,0.771,0.547,0.820,0.486,23,1,0,1
user_47,dest_71,view,2026-03-25T11:13:31.807Z,relaxation,0.681,0.229,0.464,0.606,0.980,0.683,9,0,1,1
user_15,dest_22,save,2026-03-13T01:07:33.594Z,relaxation,0.929,0.826,0.681,0.533,0.054,0.536,46,1,1,1
user_52,dest_72,save,2026-03-18T10:56:59.176Z,cultural,0.624,0.340,0.676,0.518,0.798,0.571,48,1,1,1
user_172,dest_68,book,2026-03-01T20:54:41.907Z,cultural,0.845,0.574,0.212,0.881,0.768,0.796,20,1,0,1
user_35,dest_43,save,2026-03-17T16:53:10.491Z,adventure,0.661,0.535,0.837,0.330,0.560,0.492,39,1,0,1
user_183,dest_13,save,2026-03-25T17:58:35.864Z,adventure,0.122,0.422,0.699,0.262,0.585,0.368,6,1,0,1
user_11,dest_26,view,2026-03-02T00:34:26.822Z,mixed,0.131,0.418,0.856,0.344,0.255,0.686,26,0,0,0
user_36,dest_96,book,2026-03-05T20:25:51.542Z,mixed,0.579,0.466,0.633,0.407,0.043,0.511,5,1,0,1
user_187,dest_53,save,2026-03-16T20:33:54.282Z,mixed,0.196,0.714,0.901,0.534,0.564,0.373,37,1,0,1
user_194,dest_37,book,2026-03-24T23:41:57.861Z,mixed,0.102,0.311,0.683,0.772,0.208,0.621,35,1,1,1
user_4,dest_39,view,2026-03-21T05:55:12.426Z,mixed,0.901,0.491,0.965,0.500,0.039,0.679,18,0,1,1
user_154,dest_91,book,2026-03-25T09:24:24.893Z,cultural,0.181,0.578,0.860,0.251,0.836,0.681,28,1,0,1
user_121,dest_26,view,2026-03-21T15:44:48.152Z,mixed,0.131,0.531,0.734,0.623,0.327,0.776,30,0,0,0
user_82,dest_23,view,2026-03-18T04:30:58.452Z,adventure,0.924,0.382,0.741,0.593,0.278,0.637,43,0,1,1
user_107,dest_40,view,2026-03-15T21:43:36.247Z,mixed,0.358,0.238,0.691,0.748,0.718,0.501,5,0,0,0
user_17,dest_22,trip_click,2026-03-07T18:22:35.555Z,relaxation,0.929,0.610,0.955,0.713,0.434,0.587,31,1,0,1
user_48,dest_82,view,2026-03-06T10:46:50.578Z,adventure,0.513,0.332,0.385,0.502,0.387,0.499,46,0,0,0
user_22,dest_36,save_trip,2026-03-09T02:54:46.928Z,adventure,0.235,0.508,0.904,0.267,0.391,0.604,37,1,0,1
user_164,dest_42,view,2026-03-16T18:47:39.572Z,mixed,0.256,0.645,0.616,0.831,0.896,0.793,1,0,1,1
user_167,dest_75,view,2026-03-19T23:26:05.917Z,mixed,0.532,0.326,0.781,0.534,0.096,0.316,3,0,1,1
user_93,dest_68,save_trip,2026-03-13T00:08:47.665Z,cultural,0.845,0.307,0.641,0.447,0.564,0.785,44,1,1,1
user_108,dest_86,view,2026-02-26T04:40:29.573Z,adventure,0.545,0.307,0.864,0.623,0.343,0.548,39,0,1,1
user_155,dest_80,view,2026-03-18T11:05:51.198Z,cultural,0.921,0.725,0.257,0.394,0.994,0.707,11,0,1,1
user_76,dest_51,save_trip,2026-02-27T15:47:23.978Z,mixed,0.666,0.790,0.431,0.841,0.298,0.434,48,1,1,1
user_131,dest_61,view,2026-02-26T18:14:33.596Z,relaxation,0.454,0.408,0.759,0.386,0.430,0.422,5,0,0,0
user_102,dest_60,save_trip,2026-03-08T21:10:08.960Z,mixed,0.516,0.881,0.579,0.513,0.432,0.730,2,1,0,1
user_89,dest_44,save,2026-03-07T04:33:40.981Z,relaxation,0.477,0.290,0.963,0.697,0.174,0.650,49,1,0,1
user_110,dest_46,view,2026-03-20T02:17:43.505Z,mixed,0.807,0.670,0.719,0.749,0.891,0.555,23,0,0,0
user_127,dest_46,save_trip,2026-03-12T07:24:34.773Z,mixed,0.807,0.993,0.208,0.700,0.459,0.483,45,1,1,1
user_99,dest_3,view,2026-03-06T04:37:12.247Z,adventure,0.661,0.514,0.796,0.722,0.978,0.694,32,0,1,1
user_60,dest_85,save_trip,2026-03-15T08:36:36.613Z,mixed,0.524,0.885,0.401,0.570,0.979,0.733,18,1,1,1
user_106,dest_78,view,2026-03-23T03:31:15.455Z,relaxation,0.018,0.363,0.392,0.341,0.436,0.817,31,0,0,0
user_161,dest_74,view,2026-03-10T02:36:12.737Z,relaxation,0.107,0.914,0.753,0.281,0.229,0.653,32,0,1,1
user_148,dest_23,book,2026-03-22T17:57:24.648Z,adventure,0.924,0.866,0.607,0.662,0.915,0.682,35,1,0,1
user_109,dest_88,view,2026-03-24T03:11:00.505Z,adventure,0.293,0.341,0.580,0.240,0.353,0.304,3,0,1,1
user_22,dest_59,view,2026-03-25T05:01:50.561Z,adventure,0.746,0.508,0.904,0.267,0.391,0.604,37,0,0,0
user_166,dest_40,view,2026-03-08T02:59:12.307Z,mixed,0.358,0.917,0.430,0.465,0.139,0.403,7,0,1,1
user_144,dest_4,save_trip,2026-03-25T16:49:36.589Z,adventure,0.523,0.243,0.510,0.206,0.346,0.686,24,1,1,1
user_98,dest_67,save_trip,2026-03-18T14:03:32.405Z,cultural,0.409,0.204,0.552,0.345,0.132,0.304,13,1,0,1
user_175,dest_47,save_trip,2026-03-12T23:09:26.299Z,cultural,0.680,0.715,0.608,0.695,0.441,0.530,49,1,0,1
user_56,dest_96,save,2026-03-17T01:28:07.315Z,mixed,0.579,0.330,0.633,0.352,0.766,0.793,26,1,0,1
user_173,dest_93,view,2026-03-20T18:43:30.253Z,relaxation,0.842,0.878,0.333,0.473,0.343,0.305,4,0,1,1
user_35,dest_56,book,2026-03-05T23:19:15.509Z,mixed,0.175,0.535,0.837,0.330,0.560,0.492,39,1,0,1
user_159,dest_15,view,2026-03-10T03:23:40.765Z,adventure,0.719,0.742,0.582,0.642,0.091,0.511,18,0,1,1
user_19,dest_76,view,2026-03-20T03:26:53.145Z,cultural,0.913,0.822,0.607,0.631,0.337,0.548,13,0,1,1
user_54,dest_21,view,2026-03-18T18:55:34.538Z,relaxation,0.612,0.433,0.395,0.557,0.552,0.390,50,0,1,1
user_196,dest_70,save,2026-02-26T14:12:20.650Z,adventure,0.314,0.493,0.762,0.651,0.473,0.512,48,1,0,1
user_160,dest_34,view,2026-03-10T05:38:08.193Z,adventure,0.202,0.659,0.227,0.214,0.420,0.319,7,0,1,1
user_197,dest_98,trip_click,2026-02-25T23:11:39.272Z,adventure,0.615,0.437,0.218,0.954,0.831,0.588,12,1,0,1
user_108,dest_60,book,2026-03-26T18:23:19.008Z,mixed,0.516,0.307,0.864,0.623,0.343,0.548,39,1,0,1
user_24,dest_73,trip_click,2026-03-05T02:21:06.172Z,relaxation,0.296,0.890,0.791,0.789,0.594,0.843,8,1,0,1
user_154,dest_64,view,2026-03-22T11:40:58.677Z,relaxation,0.331,0.578,0.860,0.251,0.836,0.681,28,0,0,0
user_78,dest_87,book,2026-03-14T11:09:05.628Z,adventure,0.809,0.542,0.715,0.295,0.062,0.542,15,1,0,1
user_95,dest_8,save_trip,2026-02-27T20:58:38.571Z,cultural,0.494,0.515,0.247,0.614,0.955,0.494,18,1,0,1
user_46,dest_28,view,2026-02-27T13:01:07.301Z,mixed,0.262,0.355,0.719,0.687,0.630,0.557,45,0,1,1
user_4,dest_37,view,2026-03-15T20:09:03.247Z,mixed,0.102,0.491,0.965,0.500,0.039,0.679,18,0,0,0
user_107,dest_21,view,2026-03-09T10:51:07.835Z,relaxation,0.612,0.238,0.691,0.748,0.718,0.501,5,0,1,1
user_23,dest_31,view,2026-03-19T06:42:36.803Z,mixed,0.823,0.339,0.770,0.623,0.550,0.550,13,0,1,1
user_188,dest_87,view,2026-03-08T08:28:59.308Z,adventure,0.809,0.776,0.835,0.265,0.583,0.378,26,0,1,1
user_59,dest_76,view,2026-03-07T21:00:42.999Z,cultural,0.913,0.683,0.485,0.705,0.968,0.847,35,0,1,1
user_155,dest_4,view,2026-03-02T21:30:33.978Z,adventure,0.523,0.725,0.257,0.394,0.994,0.707,11,0,1,1
user_155,dest_81,view,2026-03-09T21:56:34.173Z,mixed,0.404,0.725,0.257,0.394,0.994,0.707,11,0,0,0
user_85,dest_97,trip_click,2026-03-09T09:12:28.785Z,cultural,0.668,0.619,0.621,0.224,0.906,0.446,46,1,0,1
user_112,dest_48,trip_click,2026-02-27T18:06:58.791Z,cultural,0.773,0.703,0.303,0.305,0.222,0.531,18,1,1,1
user_169,dest_45,view,2026-03-21T21:14:51.929Z,relaxation,0.330,0.295,0.524,0.674,0.338,0.787,16,0,0,0
user_1,dest_34,save_trip,2026-03-13T07:20:35.004Z,adventure,0.202,0.350,0.962,0.586,0.426,0.716,2,1,0,1
user_126,dest_55,book,2026-03-18T10:11:48.757Z,mixed,0.554,0.740,0.555,0.510,0.891,0.811,29,1,1,1
user_179,dest_65,save_trip,2026-03-21T05:21:09.954Z,adventure,0.662,0.740,0.612,0.452,0.359,0.496,32,1,0,1
user_97,dest_87,trip_click,2026-03-05T17:14:29.631Z,adventure,0.809,0.613,0.674,0.710,0.767,0.673,45,1,0,1
user_78,dest_8,save,2026-03-02T13:57:23.770Z,cultural,0.494,0.542,0.715,0.295,0.062,0.542,15,1,0,1
user_32,dest_94,trip_click,2026-03-16T05:32:39.523Z,mixed,0.118,0.809,0.629,0.437,0.695,0.775,12,1,0,1
user_67,dest_2,view,2026-03-17T04:16:40.229Z,relaxation,0.592,0.574,0.279,0.760,0.305,0.664,46,0,1,1
user_73,dest_33,trip_click,2026-03-05T05:08:07.047Z,relaxation,0.784,0.816,0.692,0.230,0.512,0.846,34,1,1,1
user_102,dest_78,book,2026-03-20T11:18:45.507Z,relaxation,0.018,0.881,0.579,0.513,0.432,0.730,2,1,0,1
user_152,dest_52,save_trip,2026-03-17T09:21:33.421Z,mixed,0.436,0.858,0.436,0.654,0.999,0.417,29,1,1,1
user_84,dest_27,view,2026-03-22T03:36:44.822Z,cultural,0.284,0.628,0.388,0.211,0.548,0.314,29,0,0,0
user_107,dest_48,view,2026-03-08T03:47:52.048Z,cultural,0.773,0.238,0.691,0.748,0.718,0.501,5,0,1,1
user_116,dest_97,view,2026-03-06T20:53:45.659Z,cultural,0.668,0.566,0.355,0.721,0.756,0.620,26,0,0,0
user_151,dest_86,view,2026-03-12T23:25:57.506Z,adventure,0.545,0.650,0.503,0.703,0.265,0.375,7,0,0,0
user_127,dest_16,view,2026-03-23T12:12:14.027Z,relaxation,0.677,0.993,0.208,0.700,0.459,0.483,45,0,1,1
user_112,dest_38,save_trip,2026-02-28T20:57:04.259Z,relaxation,0.369,0.703,0.303,0.305,0.222,0.531,18,1,0,1
user_99,dest_69,save_trip,2026-03-09T18:32:31.797Z,relaxation,0.190,0.514,0.796,0.722,0.978,0.694,32,1,1,1
user_39,dest_27,trip_click,2026-03-05T17:21:03.145Z,cultural,0.284,0.819,0.707,0.487,0.641,0.839,24,1,1,1
user_110,dest_73,view,2026-03-12T11:25:55.011Z,relaxation,0.296,0.670,0.719,0.749,0.891,0.555,23,0,0,0
user_88,dest_16,save,2026-03-24T16:05:18.177Z,relaxation,0.677,0.793,0.595,0.491,0.770,0.888,11,1,0,1
user_172,dest_63,save,2026-03-07T14:05:44.801Z,mixed,0.638,0.574,0.212,0.881,0.768,0.796,20,1,0,1
user_16,dest_79,view,2026-03-20T18:43:56.885Z,mixed,0.516,0.293,0.921,0.494,0.742,0.349,29,0,1,1
user_80,dest_11,save,2026-03-19T01:13:11.432Z,cultural,0.664,0.694,0.719,0.360,0.712,0.865,38,1,1,1
user_131,dest_88,view,2026-03-02T00:25:31.822Z,adventure,0.293,0.408,0.759,0.386,0.430,0.422,5,0,0,0
user_163,dest_50,save,2026-03-22T04:15:04.479Z,relaxation,0.981,0.221,0.785,0.466,0.025,0.669,29,1,1,1
user_191,dest_62,book,2026-03-09T01:08:10.383Z,cultural,0.926,0.206,0.413,0.702,0.693,0.744,28,1,0,1
user_42,dest_56,save_trip,2026-02-26T14:04:00.464Z,mixed,0.175,0.588,0.357,0.203,0.668,0.535,22,1,0,1
user_80,dest_54,save,2026-03-03T17:09:07.573Z,mixed,0.492,0.694,0.719,0.360,0.712,0.865,38,1,1,1
user_136,dest_12,save,2026-03-14T08:51:31.687Z,cultural,0.815,0.441,0.272,0.706,0.312,0.570,50,1,1,1
user_58,dest_55,view,2026-03-13T05:25:48.954Z,mixed,0.554,0.972,0.727,0.318,0.648,0.877,31,0,1,1
user_190,dest_18,view,2026-03-24T07:04:14.471Z,mixed,0.135,0.698,0.271,0.865,0.558,0.823,44,0,0,0
user_148,dest_40,view,2026-03-24T20:52:28.789Z,mixed,0.358,0.866,0.607,0.662,0.915,0.682,35,0,0,0
user_94,dest_85,trip_click,2026-03-19T20:17:42.981Z,mixed,0.524,0.975,0.427,0.466,0.351,0.864,9,1,1,1
user_166,dest_93,view,2026-03-06T04:07:19.695Z,relaxation,0.842,0.917,0.430,0.465,0.139,0.403,7,0,0,0
user_130,dest_51,trip_click,2026-03-09T10:32:24.765Z,mixed,0.666,0.846,0.778,0.683,0.992,0.362,1,1,0,1
user_45,dest_59,trip_click,2026-02-26T08:47:09.696Z,adventure,0.746,0.854,0.618,0.567,0.258,0.643,44,1,1,1
user_80,dest_4,save,2026-03-06T10:02:32.357Z,adventure,0.523,0.694,0.719,0.360,0.712,0.865,38,1,1,1
user_64,dest_57,save_trip,2026-03-20T04:01:19.134Z,mixed,0.833,0.551,0.505,0.692,0.335,0.375,31,1,0,1
user_50,dest_27,trip_click,2026-03-21T23:14:26.190Z,cultural,0.284,0.652,0.719,0.722,0.908,0.816,17,1,1,1
user_184,dest_86,trip_click,2026-03-15T13:54:35.311Z,adventure,0.545,0.979,0.399,0.466,0.501,0.523,31,1,0,1
user_92,dest_68,save,2026-02-26T13:23:22.769Z,cultural,0.845,0.770,0.769,0.682,0.392,0.748,13,1,0,1
user_36,dest_6,view,2026-03-08T12:10:04.807Z,mixed,0.053,0.466,0.633,0.407,0.043,0.511,5,0,0,0
user_39,dest_89,view,2026-03-04T01:31:14.712Z,cultural,0.940,0.819,0.707,0.487,0.641,0.839,24,0,1,1
user_84,dest_71,view,2026-03-26T22:56:41.050Z,relaxation,0.681,0.628,0.388,0.211,0.548,0.314,29,0,1,1
user_174,dest_5,trip_click,2026-03-14T15:35:33.242Z,relaxation,0.421,0.606,0.752,0.435,0.811,0.474,25,1,1,1
user_63,dest_68,book,2026-03-14T11:56:53.744Z,cultural,0.845,0.542,0.453,0.694,0.330,0.367,31,1,0,1
user_18,dest_10,save,2026-03-19T13:59:45.650Z,cultural,0.292,0.245,0.739,0.464,0.851,0.492,44,1,0,1
user_135,dest_46,view,2026-03-15T18:11:19.109Z,mixed,0.807,0.543,0.894,0.287,0.349,0.310,42,0,0,0
user_165,dest_45,view,2026-03-26T19:18:48.088Z,relaxation,0.330,0.652,0.952,0.358,0.576,0.510,8,0,1,1
user_36,dest_61,view,2026-03-09T22:19:49.895Z,relaxation,0.454,0.466,0.633,0.407,0.043,0.511,5,0,0,0
user_190,dest_59,view,2026-03-21T21:19:32.388Z,adventure,0.746,0.698,0.271,0.865,0.558,0.823,44,0,0,0
user_13,dest_49,trip_click,2026-03-21T00:36:27.883Z,adventure,0.998,0.940,0.364,0.628,0.488,0.803,34,1,1,1
user_93,dest_23,view,2026-03-17T23:30:56.732Z,adventure,0.924,0.307,0.641,0.447,0.564,0.785,44,0,1,1
user_138,dest_10,view,2026-03-24T06:45:01.622Z,cultural,0.292,0.716,0.362,0.895,0.378,0.722,34,0,1,1
user_88,dest_80,save_trip,2026-03-15T01:13:53.638Z,cultural,0.921,0.793,0.595,0.491,0.770,0.888,11,1,0,1
user_176,dest_39,view,2026-03-12T20:11:43.112Z,mixed,0.901,0.674,0.645,0.708,0.968,0.393,50,0,1,1
user_36,dest_92,view,2026-03-04T19:13:58.629Z,adventure,0.747,0.466,0.633,0.407,0.043,0.511,5,0,0,0
user_162,dest_53,book,2026-02-26T14:29:29.691Z,mixed,0.196,0.737,0.444,0.574,0.031,0.386,49,1,0,1
user_15,dest_14,view,2026-03-25T03:44:15.754Z,cultural,0.002,0.826,0.681,0.533,0.054,0.536,46,0,0,0
user_41,dest_71,view,2026-03-23T00:20:19.006Z,relaxation,0.681,0.729,0.517,0.762,0.902,0.530,14,0,1,1
user_174,dest_3,view,2026-03-21T19:26:40.009Z,adventure,0.661,0.606,0.752,0.435,0.811,0.474,25,0,1,1
user_23,dest_26,book,2026-03-03T19:23:45.350Z,mixed,0.131,0.339,0.770,0.623,0.550,0.550,13,1,1,1
user_141,dest_32,save_trip,2026-03-03T10:25:55.956Z,cultural,0.037,0.408,0.943,0.379,0.662,0.474,1,1,1,1
user_51,dest_42,trip_click,2026-02-25T23:33:50.585Z,mixed,0.256,0.998,0.378,0.553,0.463,0.472,42,1,0,1
user_164,dest_39,view,2026-03-02T04:05:26.115Z,mixed,0.901,0.645,0.616,0.831,0.896,0.793,1,0,1,1
user_4,dest_49,view,2026-03-08T17:52:24.036Z,adventure,0.998,0.491,0.965,0.500,0.039,0.679,18,0,1,1
user_122,dest_62,book,2026-03-25T13:24:21.565Z,cultural,0.926,0.240,0.725,0.926,0.106,0.317,26,1,0,1
user_34,dest_4,save_trip,2026-03-16T06:47:38.257Z,adventure,0.523,0.577,0.296,0.763,0.439,0.858,21,1,0,1
user_123,dest_55,save_trip,2026-03-17T17:57:53.750Z,mixed,0.554,0.814,0.223,0.784,0.901,0.529,43,1,0,1
user_82,dest_69,view,2026-03-14T05:27:22.750Z,relaxation,0.190,0.382,0.741,0.593,0.278,0.637,43,0,1,1
user_150,dest_98,trip_click,2026-03-01T10:59:41.468Z,adventure,0.615,0.556,0.980,0.374,0.838,0.411,25,1,1,1
user_113,dest_25,view,2026-03-04T21:33:39.381Z,mixed,0.412,0.536,0.801,0.588,0.286,0.865,43,0,1,1
user_100,dest_70,view,2026-03-09T02:28:42.232Z,adventure,0.314,0.606,0.694,0.800,0.450,0.876,48,0,0,0
user_46,dest_25,view,2026-03-23T16:16:35.633Z,mixed,0.412,0.355,0.719,0.687,0.630,0.557,45,0,1,1
user_124,dest_95,view,2026-03-06T08:31:25.623Z,relaxation,0.458,0.508,0.813,0.298,0.673,0.501,11,0,1,1
user_152,dest_19,save_trip,2026-03-16T15:58:05.898Z,relaxation,0.898,0.858,0.436,0.654,0.999,0.417,29,1,1,1
user_93,dest_45,save,2026-02-26T02:12:18.158Z,relaxation,0.330,0.307,0.641,0.447,0.564,0.785,44,1,0,1
user_172,dest_31,trip_click,2026-02-27T19:16:58.315Z,mixed,0.823,0.574,0.212,0.881,0.768,0.796,20,1,0,1
user_89,dest_23,book,2026-03-05T01:53:43.867Z,adventure,0.924,0.290,0.963,0.697,0.174,0.650,49,1,0,1
user_17,dest_59,view,2026-03-07T22:53:13.530Z,adventure,0.746,0.610,0.955,0.713,0.434,0.587,31,0,0,0
user_78,dest_79,view,2026-03-02T23:46:54.300Z,mixed,0.516,0.542,0.715,0.295,0.062,0.542,15,0,0,0
user_129,dest_87,view,2026-03-16T01:59:30.129Z,adventure,0.809,0.457,0.878,0.604,0.370,0.628,45,0,1,1
user_146,dest_84,book,2026-03-25T04:49:08.400Z,cultural,0.802,0.988,0.761,0.765,0.096,0.325,50,1,0,1
user_117,dest_24,view,2026-03-20T07:10:30.841Z,mixed,0.758,0.405,0.431,0.725,0.886,0.505,1,0,0,0
user_190,dest_34,view,2026-03-11T23:11:11.437Z,adventure,0.202,0.698,0.271,0.865,0.558,0.823,44,0,1,1
user_126,dest_88,view,2026-02-26T09:35:03.912Z,adventure,0.293,0.740,0.555,0.510,0.891,0.811,29,0,0,0
user_23,dest_40,save,2026-03-09T13:33:00.143Z,mixed,0.358,0.339,0.770,0.623,0.550,0.550,13,1,0,1
user_111,dest_79,view,2026-03-05T18:06:25.696Z,mixed,0.516,0.541,0.781,0.647,0.741,0.569,23,0,1,1
user_148,dest_16,book,2026-03-05T08:12:17.479Z,relaxation,0.677,0.866,0.607,0.662,0.915,0.682,35,1,0,1
user_48,dest_3,view,2026-03-10T11:47:45.158Z,adventure,0.661,0.332,0.385,0.502,0.387,0.499,46,0,0,0
user_187,dest_76,view,2026-03-02T17:37:04.732Z,cultural,0.913,0.714,0.901,0.534,0.564,0.373,37,0,0,0
user_27,dest_47,view,2026-03-10T00:51:48.628Z,cultural,0.680,0.828,0.331,0.643,0.258,0.609,38,0,0,0
user_143,dest_1,book,2026-02-28T17:54:08.976Z,mixed,0.520,0.352,0.639,0.445,0.972,0.853,50,1,0,1
user_155,dest_40,view,2026-03-26T20:49:56.009Z,mixed,0.358,0.725,0.257,0.394,0.994,0.707,11,0,0,0
user_171,dest_80,view,2026-03-26T23:05:25.960Z,cultural,0.921,0.749,0.303,0.530,0.117,0.301,38,0,0,0
user_152,dest_35,view,2026-03-13T20:19:40.846Z,adventure,0.173,0.858,0.436,0.654,0.999,0.417,29,0,0,0
user_170,dest_15,view,2026-03-06T13:33:07.750Z,adventure,0.719,0.674,0.771,0.547,0.820,0.486,23,0,0,0
user_105,dest_27,view,2026-03-02T00:49:09.961Z,cultural,0.284,0.451,0.649,0.388,0.735,0.309,28,0,0,0
user_78,dest_84,view,2026-03-15T06:11:42.430Z,cultural,0.802,0.542,0.715,0.295,0.062,0.542,15,0,0,0
user_133,dest_56,book,2026-02-27T18:20:30.322Z,mixed,0.175,0.716,0.279,0.947,0.207,0.863,9,1,0,1
user_191,dest_68,save_trip,2026-03-14T12:16:12.971Z,cultural,0.845,0.206,0.413,0.702,0.693,0.744,28,1,0,1
user_2,dest_11,book,2026-03-03T17:38:50.718Z,cultural,0.664,0.468,0.300,0.327,0.270,0.352,49,1,0,1
user_136,dest_18,save,2026-03-23T07:56:05.961Z,mixed,0.135,0.441,0.272,0.706,0.312,0.570,50,1,1,1
user_41,dest_28,save,2026-03-05T10:44:56.263Z,mixed,0.262,0.729,0.517,0.762,0.902,0.530,14,1,0,1
user_10,dest_96,view,2026-03-11T21:54:09.688Z,mixed,0.579,0.235,0.847,0.365,0.202,0.862,2,0,0,0
user_137,dest_63,view,2026-03-08T20:18:24.630Z,mixed,0.638,0.644,0.269,0.324,0.802,0.644,22,0,0,0
user_168,dest_97,view,2026-02-28T08:27:43.381Z,cultural,0.668,0.733,0.559,0.580,0.591,0.604,37,0,1,1
user_67,dest_8,view,2026-03-22T16:03:10.827Z,cultural,0.494,0.574,0.279,0.760,0.305,0.664,46,0,1,1
user_75,dest_66,save_trip,2026-02-25T17:34:06.178Z,adventure,0.876,0.438,0.503,0.768,0.512,0.644,44,1,0,1
user_186,dest_22,view,2026-02-25T17:00:38.246Z,relaxation,0.929,0.672,0.511,0.672,0.342,0.571,18,0,1,1
user_5,dest_94,view,2026-03-15T00:37:48.104Z,mixed,0.118,0.453,0.729,0.508,0.466,0.801,35,0,1,1
user_183,dest_45,trip_click,2026-03-08T14:51:17.109Z,relaxation,0.330,0.422,0.699,0.262,0.585,0.368,6,1,0,1
user_9,dest_7,save_trip,2026-03-21T20:18:01.709Z,cultural,0.052,0.529,0.869,0.606,0.697,0.783,40,1,0,1
