recency_weight,interest_sightseeing,interest_culture,interest_history,interest_nature,interest_beach,interest_adventure,interest_relaxation,interest_strength,booking_rate,save_rate,exploration_rate,conversion_rate,travel_pace_preference,category_loyalty_score,user_unique_dests,user_active_days,feedback_positivity_rate,fb_rate_sightseeing,fb_rate_culture,fb_rate_history,fb_rate_nature,fb_rate_beach,fb_rate_adventure,dest_feedback_rate,dest_pos_feedback_count,dest_total_feedback,cat_usage_share_sightseeing,cat_usage_share_culture,cat_usage_share_history,cat_usage_share_nature,cat_usage_share_beach,cat_usage_share_adventure,cat_recency_sightseeing,cat_recency_culture,cat_recency_history,cat_recency_nature,cat_recency_beach,cat_recency_adventure,aggregate_feedback_rating,booked_users_norm,weighted_engagement_norm,Sightseeing_dest_score,Culture_dest_score,History_dest_score,Nature_dest_score,Beach_dest_score,Adventure_dest_score,Relaxation_dest_score,click_frequency,user_item_affinity,category_diversity,trust_score,user_total_feedback_count,label
0.425396708,0.6819,0.4917,0.3942,0.7556,0.1144,0.2783,0.2831,0.5521,0.2353,0.0588,0.4706,0.2353,1,0.1331,0.6573,0.7178,0.6471,0.3333,0.6667,1,0.75,1,0,0.346052548,0.473485532,0.322339996,0.1765,0.1765,0.1765,0.2353,0.1176,0.1176,0.7949,0.3608,0.1136,0.143,0.4339,0.3302,0.538170902,0.266701669,0.549743146,0.793382336,0.30015751,0,0.803308832,0,0.26638665,0.550105006,0,0.700114806,0.258,0.643,0.9614,0
0.371237192,0.859987335,0.362505412,0.481891626,0.590551472,0.160192886,0.249333991,0.334978297,0.836369429,0.039036051,0.268239915,0.56423823,0.178844834,0,0.194422348,0.428435709,0.688563266,0.38540274,0,0.2266383,0.2733617,0.370649992,0.7733617,0.7733617,0.507871779,0.811471302,0.599009122,0.217880885,0.139754111,0.206557906,0.117162825,0.139754111,0.178844834,0.616922145,0.331813993,0.348539083,0.553326982,0.593082281,0.128767575,0.296891387,0.39065532,0.585893089,0.56799149,0.172245108,0,0.640139574,0,0.32803404,0,0,0.5087528,0.415556426,0.669885278,0.98060194,0
0.45156102,0.718628334,0.253077323,0.284540752,0.813672491,0.18025637,0.574995654,0.184401633,0.615706531,0.13763413,0.344045032,0.307513062,0.339793305,1,0.436858762,0.516743976,0.585824145,0.505310803,0.338603943,0.679495045,0.408015174,0.670883155,0.461940917,0.5,0.369100741,0.663044808,0.788268163,0.202104321,0.032235095,0.307513062,0.247339746,0.073118792,0.13763413,0.41727753,0.837244371,0.461462513,0.153494665,0.651958936,0.8527598,0.561621894,0.5,0.729082609,0.617132019,0,0,0.627426404,0.626750227,0.36117754,0,0,0.603583714,0.353727222,0.520076358,0.498666873,0
0.6036,0.7855,0.4949,0.4192,0.439,0.3282,0.4924,0.2982,0.6594,0.1053,0.1579,0.7368,0.2632,0,0.2135,0.7397,0.933,0.4737,0,0.6,0.2,1,0.5,0.5,0.4,0.6738,0.5725,0.0526,0.2632,0.2632,0.1053,0.2105,0.1053,0.111,0.3482,0.1939,0.1401,0.0066,0.6155,0.3133,0.3,0.5828,0.6,0.72,0.66,0.38,0,0,0,0,0.6112,0.558,0.823,0.9614,1
0.2373,0.5245,0.3855,0.3362,0.7728,0.3825,0.4163,0.457,0.3813,0.1111,0.4444,0.3333,0.3333,1,0.2549,0.6996,0.933,0.7222,0.3333,1,1,0.8,0.6667,0.5,0.2903,0.5238,0.614,0.1667,0.1111,0.1667,0.2778,0.1667,0.1111,0.5709,0.3754,0.1112,0.2892,0.6443,0.0244,0.1084,0.5,0.7285,0.6,0.38,0.55,0,0,0,0,0,0.3408,0.576,0.51,0.4644,0
0.7849,0.7922,0.3853,0.2833,0.8571,0.1271,0.2831,0.4145,0.7036,0.1154,0.3077,0.5,0.3462,1,0.2306,0.943,0.933,0,0,0,0,0,0,0,0.32,0.4636,0.3428,0.2308,0.1538,0.2308,0.2692,0.0385,0.0769,0.4419,0.1671,0.0659,0.009,0.7993,0.2691,0.7711,0.2,0.5298,0.75,0.95,0.88,0,0,0,0.4,0,0.6488,0.767,0.673,0.9681,0
0.5464,0.7528,0.7157,0.5433,0.4721,0.4256,0.7177,0.3004,0.4156,0.0714,0.0714,0.5714,0.0714,0,0.6568,0.5646,0.933,0,0,0,0,0,0,0,0.3846,0.5783,0.3921,0.0714,0.4286,0.0714,0.1429,0.1429,0.1429,1,0.1316,0.7105,0.1333,0.6127,0.0298,0.506,0.4,0.4503,0.8,0,0,0.84,0,0.62,0,0,0.6727,0.18,0.314,0.7404,0
0.651536239,0.8236,0.6043,0.4631,0.4692,0.2427,0.2387,0.6313,0.6687,0.2143,0.0714,0.5714,0.2143,0,0.2771,0.5646,0.7921,0,0,0,0,0,0,0,0.421844428,0.728249278,0.664949259,0.1429,0.2857,0.1429,0.1429,0.0714,0.2143,0.0384,0.1907,0.0943,0.1261,0.9646,0.2202,0.569635667,0.486404841,0.670700009,0.622114855,0,0.051661605,0.652719032,0,0.755528714,0,0,0.511184305,0.131,0.797,0.4644,0
0.3205,0.7664,0.7324,0.6407,0.1706,0.273,0.214,0.18,0.6882,0.1818,0.2727,0.2727,0.3636,1,0.2405,0.3993,0.7921,0.8182,0.4157,1,0.6667,1,0.5,1,0.48,0.6738,0.3428,0,0.1818,0.2727,0.0909,0.1818,0.2727,1,0.5938,0.7139,0.4926,0.048,0.6346,0.3976,0.6,0.5497,0.65,0.7,0.42,0,0,0,0,0.6309,0.6144,0.648,0.877,0.8561,1
0.9856,0.6341,0.4296,0.3939,0.6315,0.0805,0.4503,0.3308,0.4896,0.1053,0.3684,0.4737,0.2632,1,0.2135,0.7397,0.6407,0.3684,0.4157,0.4,0.75,0.3333,0,0,0.3077,0.4636,0.3921,0,0.2632,0.2105,0.1579,0.1579,0.1053,1,0.2274,0.01,0.0567,0.1658,0.7257,0.3494,0.1,0.3444,0.62,0.68,0.74,0,0,0,0,0,0.4946,0.798,0.571,0.9876,1
0.6292,0.7302,0.4036,0.5751,0.6192,0.3342,0.3379,0.3123,0.5514,0.0625,0.375,0.4375,0.3125,1,0.519,0.6124,0.933,0.4375,1,1,0.3333,0,0.5,0,0.4242,0.7556,0.6932,0.0625,0.125,0.375,0.125,0.25,0.0625,0.6104,0.155,0.1464,0.2336,0.0399,0.2199,0.6627,0.6,0.6887,0.6,0,0,0.82,0,0.78,0.45,0,0.6398,0.337,0.548,0.6008,0
0.459259157,0.7045,0.5588,0.5815,0.2076,0.2664,0.2866,0.307,0.6155,0.2778,0.2778,0.4444,0.3889,1,0.4081,0.6573,0.2995,0,0,0,0,0,0,0,0.453902594,0.729167806,0.5725,0.1111,0.3333,0.1111,0.2222,0.1667,0.0556,0.2011,0.1978,0.5374,0.4968,0.2042,0.6002,0.21124865,0.4,0.574454344,0.366919611,0.253794163,0.209286226,0.239807134,0.417350402,0,0.394790921,0,0.415091818,0.56,0.492,0.925,0
0.5609,0.9357,1,1,0.0466,0.0397,0,0.2971,0.9776,0,0.2667,0.5333,0.1333,0,0.9116,0.4586,0.5606,0.7333,1,0.6,0.75,0.4157,1,0.4157,0.4737,0.5238,0,0.0667,0.3333,0.5333,0,0.0667,0,0.8013,0.1802,0.0124,1,0.829,1,0.3614,0.1,0.3046,0.52,0.6,0.67,0.35,0,0,0,0.6309,0.7789,0.934,0.85,0.9939,1
0.4148,0.815,0.5462,0.4422,0.5071,0.0455,0.4247,0.221,0.7613,0.2105,0.1053,0.4211,0.2105,1,0.06,0.7777,0.933,0.4211,0.5,0.5,0.6667,0.3333,0,0.25,0.4737,0.5238,0,0.2105,0.2105,0.1579,0.1579,0.0526,0.2105,0.0222,0.018,0.6069,0.6197,0.055,0.0353,0.3614,0.1,0.3046,0.52,0.6,0.67,0.35,0,0,0,0,0.594,0.994,0.707,0.5532,0
0.4471,0.7795,0.3899,0.2377,0.4853,0.6855,0.7082,0.3559,0.5684,0.1538,0.2308,0.5385,0.1538,0,0.3383,0.4586,0.8638,0.5385,0.6667,0.3333,0,0,0.4157,1,0.5789,1,0.8724,0.2308,0.2308,0.0769,0.1538,0,0.3077,0.1442,0.0129,0.8538,0.6376,1,0.0598,0.6867,0.4,0.6887,0.48,0,0,0,0.84,0.86,0.65,0,0.7841,0.312,0.57,1,1
0.360264288,0.78930679,0.386220567,0.262718755,0.777043559,0.198674075,0.391463872,0.382707565,0.68887093,0.135488084,0.32256058,0.412973553,0.348402785,1,0.253614172,0.834307354,0.910248847,0.116024304,0,0.131509554,0.219193549,0.109580336,0.164386942,0,0.355471473,0.6281,0.613267651,0.174250892,0.199926976,0.212947578,0.238722661,0.064506014,0.109645879,0.377295932,0.153061355,0.14697564,0.060157216,0.814851005,0.18575582,0.452404858,0.532877388,0.637664831,0.699316083,0.628221815,0.762740605,0,0,0,0,0,0.500099323,0.784425016,0.611519284,0.902082204,0
0.8191,0.5675,0.3657,0.2657,0.5275,0.3914,0.3904,0.4557,0.4018,0.2273,0.1818,0.5455,0.3636,1,0.489,0.7397,1,0.6818,0.75,0.6,0.6667,0,0.875,0.4157,0.5,0.8272,0.6542,0.1818,0.2273,0.1364,0.0909,0.3636,0,0.2358,0.0095,0.0865,0.0917,0.0894,1,1,0.1,0.6093,0.88,0.7,0.93,0,0,0,0.52,0,0.5994,0.606,0.578,0.4644,1
0.8447,0.6036,0.3834,0.2829,0.6888,0.1802,0.6746,0.2286,0.4185,0.1875,0.0625,0.6875,0.25,0,0.3515,0.6124,0.8638,0.75,1,0.6667,1,0.5,1,0.6,0.4062,0.7162,0.6542,0.125,0.1875,0.125,0.125,0.125,0.3125,0.4369,0.192,0.5243,0.0461,0.1381,0.1164,0.6506,0.6,0.6623,0.75,0,0,0.82,0,0.87,0.4,0,0.7552,0.459,0.483,0.9681,1
0.3042,0.8478,0.2952,0.1387,0.8847,0.1479,0.546,0.2346,0.8071,0.125,0.25,0.375,0.25,1,0.3515,0.6573,0.7921,0.375,0.2,0,0,0.75,0.5,0.5,0.5172,0.7925,0.5297,0.3125,0.0625,0.125,0.25,0.125,0.125,0.5161,0.1967,0.1132,0.5563,0.8779,0.3322,0,0.1,0.4503,0,0,0.38,0.57,0,0,0.5,0,0.355,0.831,0.588,0.578,1
0.7104,0.5675,0.3657,0.2657,0.5275,0.3914,0.3904,0.4557,0.4018,0.2273,0.1818,0.5455,0.3636,1,0.489,0.7397,1,0.6818,0.75,0.6,0.6667,0,0.875,0.4157,0.3947,0.7925,0.8724,0.1818,0.2273,0.1364,0.0909,0.3636,0,0.2358,0.0095,0.0865,0.0917,0.0894,1,0.4337,0.3,0.7285,0.8,0.52,0,0.68,0,0,0.75,0,0.6379,0.606,0.578,0.4644,0
0.3039,0.7065,0.2462,0.1075,0.6103,0.3358,0.6111,0.685,0.5485,0.1667,0.3333,0.3333,0.3889,1,0.2549,0.7397,0.8638,0.8333,0.6667,1,1,1,0.3333,1,0.2857,0.5783,0.7679,0.1667,0.1667,0.0556,0.1111,0.1667,0.2778,0.388,0.2762,0.02,0.1078,0.145,0.159,0.2771,0.4,0.8079,0.48,0,0,0.62,0,0.69,0,0,0.5609,0.354,0.649,0.5264,1
0.395883891,0.723803819,0.343683919,0.432559424,0.675011154,0.241922806,0.429705203,0.283099833,0.591797897,0.073795212,0.301204788,0.414319817,0.153560061,0,0.531982121,0.761020453,0.9013783,0.602355273,0.864240244,0.364240244,0.597926737,0.6667,0.662911707,0.225741322,0.431989178,0.794234708,0.764847881,0.119084666,0.147644727,0.380915334,0.153560061,0.170235151,0.028560061,0.195188348,0.062593302,0.092545115,0.249644036,0.209876004,1,0.159761721,0.462911707,0.771936949,0.490595073,0,0.601721561,0.454835317,0,0,0,0,0.470992029,0.513957654,0.440331581,0.804435594,0
0.338554011,0.749356131,0.585617872,0.451709519,0.521078303,0.338983563,0.369469116,0.219465462,0.600627682,0.147188508,0.310032274,0.511495283,0.178472443,1,0.123949998,0.745698422,0.824994099,0.519788652,0.489495247,0.44934538,0.396186612,0.455692167,0.63289692,0.822795247,0.274965812,0.425234099,0.555020347,0.13155983,0.185807752,0.232720365,0.201463009,0.124224521,0.124224521,0.139999229,0.202716747,0.07309522,0.203991001,0.668408066,0.275516043,0.866148527,0.373420616,0.634495969,0.841525355,0.725315877,0.917472986,0.515446801,0,0,0,0,0.767924149,0.284799668,0.661076268,0.945775313,0
0.3385,0.8384,0.5583,0.502,0.5598,0.3148,0.4234,0.3602,0.6607,0.1905,0.2381,0.381,0.2381,1,0,0.8138,0.933,0,0,0,0,0,0,0,0.4516,0.7556,0.614,0.0952,0.1905,0.1429,0.1905,0.1905,0.1905,0.521,0.5347,0.7991,0.035,0.091,0,0.241,0.3,0.6159,0.48,0,0,0.7,0,0.62,0,0,0.5279,0.972,0.853,1,0
0.2264,0.692,0.358,0.4199,0.4143,0.2186,0.2956,0.199,0.6844,0.0952,0.2381,0.619,0.1429,0,0.1412,0.7777,0.933,0.619,0.6667,0.5,0.6,0.6667,0.5,1,0.2857,0.5783,0.7679,0.1429,0.1905,0.2381,0.1429,0.1905,0.0952,0.385,0.4099,0.0392,0.7514,0.2687,0.3355,0.5181,0.6,0.8013,0.68,0,0,0.74,0,0.52,0,0,0.4748,0.641,0.839,0.7799,1
0.2641,0.7065,0.2462,0.1075,0.6103,0.3358,0.6111,0.685,0.5485,0.1667,0.3333,0.3333,0.3889,1,0.2549,0.7397,0.8638,0.8333,0.6667,1,1,1,0.3333,1,0.5,0.7925,0.5725,0.1667,0.1667,0.0556,0.1111,0.1667,0.2778,0.388,0.2762,0.02,0.1078,0.145,0.159,0.5301,0.2,0.5033,0.79,0,0,0.72,0,0.5,0,0,0.6229,0.354,0.649,0.5264,1
0.372766871,0.524,0.5208,0.503,0.205,0.5035,0.2637,0.5186,0.3082,0.1765,0.3529,0.4118,0.3529,1,0.4607,0.5646,0.933,0,0.4157,0,0,0,0,0,0.360689956,0.571637742,0.457854257,0,0.1176,0.3529,0.1765,0.2353,0.1176,1,0.2565,0.2409,0.6616,0.0365,0.8872,0.388539226,0.445865524,0.540598944,0.612105867,0.229327622,0.330231776,0.395181672,0,0.205711007,0.351874091,0,0.471693506,0.166,0.735,0.2829,0
0.5118,0.7337,0.7025,0.5665,0.467,0.5426,0.7196,0.4191,0.3323,0.0769,0.2308,0.5385,0.1538,0,0.3383,0.5135,0.8638,0,0,0,0,0,0,0,0.3143,0.6281,0.7679,0.0769,0.3077,0.1538,0.0769,0.1538,0.2308,0.0371,0.1576,0.8384,0.6437,0.132,0.366,0.4337,0.4,0.8013,0.65,0.74,0.52,0.42,0,0,0,0.6309,0.6876,0.802,0.644,0.7541,1
0.9834,0.8721,0.1348,0.0142,0.8814,0.3022,0.5591,0.7785,0.7594,0,0.2727,0.4545,0.0909,0,0.2405,0.3348,0.8638,0.5455,0,0.5,0.4157,0.6667,1,1,0.3846,0.5783,0.3921,0.0909,0.1818,0,0.2727,0.1818,0.0909,0.2084,0.0115,1,0.1955,0.9505,0.5962,0.4337,0.3,0.5364,0.7,0.8,0.74,0,0,0,0,0,0.382,0.222,0.531,0.6951,0
0.6952,0.7838,0.3182,0.3266,0.3376,0.5523,0.5274,0.6017,0.6331,0.2083,0.2083,0.375,0.3333,1,0.2939,0.8483,0.7921,0.625,0.5,0.5,0.5,1,0.5714,1,0.5,0.7162,0.3921,0.0833,0.25,0.1667,0.0833,0.2917,0.0833,0.0049,0.2039,0.0815,0.1051,0.0252,0.6825,0.2048,0.2,0.4967,0.58,0.64,0.42,0,0,0,0,0,0.4137,0.37,0.628,0.9681,1
0.640518316,0.77425549,0.468767507,0.332887389,0.623058187,0.307155805,0.660313834,0.353229001,0.572019475,0.039152126,0.35433343,0.532639895,0.24567364,0,0.368787317,0.659732057,0.889529602,0.545627175,0.314092469,0.537181506,0.074363012,1,0.814092469,0.5,0.25887744,0.39456296,0.556747272,0.167369388,0.171736273,0.134798999,0.0760894,0.189141712,0.260838591,0.087254609,0.141401518,0.240008774,0.514372586,0.111820977,0.387971415,0.425290697,0.4,0.69206017,0.71949041,0.167316778,0,0.637181506,0,0.263837674,0,0,0.596109562,0.280970442,0.495087462,0.933634226,0
0.2432,0.6145,0.4739,0.3004,0.1682,0.7763,0.3127,0.7816,0.3784,0.0625,0.1875,0.5,0.25,0,0.1757,0.6124,0.8638,0.8125,1,1,0.5,1,0.6667,1,0.3077,0.4636,0.3921,0.125,0.1875,0.25,0.1875,0.1875,0.0625,0.2493,0.208,0.0336,0.0542,0.201,0.9518,0.3494,0.1,0.3444,0.62,0.68,0.74,0,0,0,0,0,0.4725,0.278,0.637,0.9544,0
0.6773,0.692,0.358,0.4199,0.4143,0.2186,0.2956,0.199,0.6844,0.0952,0.2381,0.619,0.1429,0,0.1412,0.7777,0.933,0.619,0.6667,0.5,0.6,0.6667,0.5,1,0.7143,0.948,0.4854,0.1429,0.1905,0.2381,0.1429,0.1905,0.0952,0.385,0.4099,0.0392,0.7514,0.2687,0.3355,0.3012,0.6,0.7351,0.4,0,0,0,0.72,0,0.68,0,0.3007,0.641,0.839,0.7799,1
0.37487514,0.9399,0.4164,0.4789,0.6609,0.0927,0.2972,0.4279,0.8904,0.0714,0.2143,0.5714,0.1429,0,0.2771,0.5646,0.8638,0.4286,0,0,0.5,0.3333,1,1,0.410896953,0.797837457,0.838837084,0.2143,0.0714,0.2857,0.2143,0.0714,0.1429,0.6021,0.2199,0.0962,0.183,0.59,0.0295,0.520806688,0.269236557,0.710164988,0.812305377,0.547687098,0.143050008,0.575404295,0,0,0.714622041,0,0.77073035,0.387,0.499,0.9748,0
0.479110273,0.8253,0.4421,0.3446,0.5297,0.3914,0.434,0.6009,0.6568,0.0833,0.25,0.5,0.125,0,0.1757,0.8138,0.5606,0.5,0.1667,0.6667,0.6,1,0.4,0.5,0.493729403,0.803092556,0.614,0.25,0.125,0.2083,0.125,0.2083,0.0833,0.2065,0.4443,0.2766,0.3613,0.2283,0.7748,0.685462632,0.5,0.715972863,0.764736951,0.569686004,0.625265126,0.476315243,0.167893534,0,0,0,0.661158182,0.718,0.501,0.3392,0
0.2526,0.5453,0.5375,0.588,0.3364,0.4726,0.3663,0,0.3698,0,0.4286,0.5714,0.2857,0,0.2771,0,0.7178,0,0,0.4157,0,0,0,0.4157,0.4,0.6738,0.5725,0.1429,0,0.2857,0.2857,0.2857,0,1,1,0.2377,0.1228,0.4529,1,0.2169,0.3,0.6623,0.45,0.6,0.52,0,0.69,0,0,0,0.5843,0.329,0.863,0.8463,1
0.6523,0.818,0.6459,0.4116,0.4264,0.3547,0.3372,0.3824,0.6815,0,0.2857,0.4286,0.0714,0,0.2771,0.4586,0.6407,0,0,0,0,0,0,0,0.1905,0.4636,1,0.0714,0.2143,0.2143,0.2857,0.0714,0.1429,0.9321,0.4409,0.0914,0.172,0.7496,0.2552,0.6145,0.5,0.8344,0.48,0,0,0.6,0.72,0.8,0,0,0.5743,0.851,0.592,0.6608,0
0.555896993,0.793514468,0.423865089,0.347185839,0.733913023,0.207259571,0.510930198,0.270376327,0.714902779,0.073904125,0.178178916,0.616350667,0.180835709,0,0.576676412,0.639602425,0.786216553,0.676609042,0.4157,0.477551615,0.848538834,0.596083362,0.197077668,1,0.417421738,0.81906607,0.864908407,0,0.323390958,0.167189958,0.254739834,0.084893083,0.1341625,1,0.306887676,0.450441181,0.076944685,0.833311709,0.432445129,0.437764997,0.5,0.722329858,0.589415534,0.711532427,0.651532427,0.165545241,0,0,0.230220973,0,0.58073514,0.638399124,0.607589435,0.84131163,0
0.5989,0.6966,0.3812,0.2683,0.5942,0.2493,0.5126,0.5979,0.5181,0.2143,0.2143,0.4286,0.2143,1,0.2771,0.5135,0.933,0,0,0,0,0,0,0,0.5357,0.7925,0.4854,0.0714,0.2857,0.1429,0.0714,0.2143,0.1429,0.2192,0.0785,0.1563,0.596,0.8222,0.0186,0.241,0.5,0.6159,0.58,0.65,0.71,0.42,0,0,0,0,0.5421,0.104,0.355,0.7799,1
0.3481,0.5024,0.2204,0.121,0.6077,0.7589,0.4357,0.8073,0.1977,0.1667,0.25,0.25,0.25,1,0.6267,0.4586,0.5606,0,0,0,0,0,0,0.4157,0.4146,0.8599,0.9693,0.0833,0.25,0.0833,0.1667,0.4167,0,0.4719,0.4215,0.7291,0.7278,0.2221,1,0.7229,0.9,1,0.72,0,0,0.92,0,0.85,0,0.6309,0.6186,0.791,0.725,0.1252,1
0.8164,0.684,0.3751,0.4504,0.6071,0.3338,0.2804,0.2624,0.5671,0.0556,0.3889,0.5,0.2222,0,0.4081,0.6573,0.933,0.4444,0.6667,0.5,0.5,0,0,0.6667,0.4545,0.7925,0.6932,0.1667,0.1111,0.3333,0.1111,0.1111,0.1667,0.2428,0.1151,0.0217,0.7326,0.1337,0.1399,0.6024,0.5,0.6887,0.72,0,0,0.65,0,0.78,0,0,0.5477,0.432,0.73,0.1252,1
0.703158053,0.7615,0.3811,0.4559,0.4825,0.2392,0.4957,0.2133,0.6773,0.0588,0.2941,0.3529,0.3529,1,0.4607,0.6573,0.933,0,0,0,0,0,0,0,0.249620929,0.323582022,0.3921,0.2941,0.0588,0.3529,0.1176,0.1176,0.0588,0.3229,0.084,0.0249,0.2146,0.2817,0.1351,0.429466363,0.190606975,0.40039511,0.68040465,0.610534653,0.516502795,0.211416275,0,0,0,0,0.540552604,0.693,0.744,0.8257,0
0.9379,0.7907,0.254,0.0894,0.7512,0.7339,0.7784,0.4736,0.5364,0.125,0.3125,0.5,0.3125,1,0.519,0.6124,1,0.8125,1,1,0.5,1,0.5,0.8333,0.4583,0.6281,0.2915,0.25,0.0625,0.125,0.0625,0.125,0.375,0.5182,0.8857,0.0135,0.518,0.0442,0.1363,0.7952,0.3,0.5232,0,0,0,0.65,0.84,0.55,0.72,0,0.8089,0.697,0.783,0.9326,1
0.501155197,0.6281,0.3821,0.3559,0.4339,0.4827,0.6739,0.4115,0.3874,0.1875,0.375,0.375,0.3125,1,0.1757,0.6573,0.8638,0.5,0.5,0,1,0.75,0.5,0.3333,0.436746186,0.810992348,0.787681314,0.125,0.125,0.0625,0.25,0.25,0.1875,0.2736,0.4038,0.2876,0.0462,0.3777,0.0352,0.492663837,0.532090843,0.800334856,0.433581831,0,0,0.158454701,0.665327082,0.589054554,0.634381636,0,0.62702824,0.43,0.422,0.3392,0
0.282,0.8253,0.4421,0.3446,0.5297,0.3914,0.434,0.6009,0.6568,0.0833,0.25,0.5,0.125,0,0.1757,0.8138,0.5606,0.5,0.1667,0.6667,0.6,1,0.4,0.5,0.2857,0.5783,0.7679,0.25,0.125,0.2083,0.125,0.2083,0.0833,0.2065,0.4443,0.2766,0.3613,0.2283,0.7748,0.2892,0.8,0.9007,0.38,0,0,0.65,0,0.71,0.5,0,0.6095,0.718,0.501,0.3392,1
0.7861,0.9523,0.9913,0.8067,0.2598,0.0436,0.0879,0.1169,0.8904,0.1875,0.25,0.4375,0.375,1,0.519,0.6124,0.4772,0.5625,0.5,0.3333,1,0.5,0.4157,1,0.5161,0.8272,0.614,0.125,0.375,0.1875,0.25,0,0.0625,0.1447,0.0266,0.2478,0.1452,1,0.0192,0.5181,0.5,0.6424,0.73,0,0,0.65,0.55,0,0,0,0.456,0.548,0.314,0.8362,1
0.8139,0.7017,0.3473,0.6294,0.6589,0.0314,0.546,0.0565,0.5748,0.0588,0.2353,0.4118,0.1176,0,0.6142,0.6124,0.933,0.5294,0.5,0,0.7143,0.75,0,0,0.4,0.6738,0.5725,0.1176,0.1176,0.4118,0.2353,0.0588,0.0588,0.5168,0.0161,0.0409,0.0333,0.142,0.2439,0.2169,0.3,0.6623,0.45,0.6,0.52,0,0.69,0,0,0,0.4493,0.029,0.368,0.925,0
0.3524,0.5107,0.3827,0.4838,0.672,0.1708,0.2181,0.297,0.3489,0.0588,0.3529,0.4118,0.3529,1,0.3006,0.5646,0.4772,0.5882,0,0.75,0.4,0.75,1,1,0.4359,0.8599,0.9055,0.1176,0.2353,0.2941,0.2353,0.0588,0.0588,0.4206,0.1519,0.0439,0.3389,0.2106,0.1168,0.5181,0.5,0.8146,0.65,0.76,0.7,0.42,0,0,0,0,0.601,0.742,0.349,0.8362,1
0.4212,0.8238,0.498,0.5201,0.5516,0.2212,0.2549,0.2376,0.7533,0.0625,0.3125,0.5625,0.1875,0,0.519,0.5646,0.933,0,0,0,0,0,0,0.4157,0.5,0.8272,0.6542,0.125,0.125,0.375,0.1875,0.1875,0,0.2414,0.1332,0.081,0.1999,0.0008,1,0.8916,0.4,0.7219,0.75,0.86,0.91,0.38,0,0,0,0,0.7655,0.473,0.512,0.9876,1
0.3268,0.6341,0.4296,0.3939,0.6315,0.0805,0.4503,0.3308,0.4896,0.1053,0.3684,0.4737,0.2632,1,0.2135,0.7397,0.6407,0.3684,0.4157,0.4,0.75,0.3333,0,0,0.3929,0.6281,0.4854,0,0.2632,0.2105,0.1579,0.1579,0.1053,1,0.2274,0.01,0.0567,0.1658,0.7257,0.0241,0.3,0.5762,0.55,0.38,0.61,0,0,0,0,0.6309,0.3933,0.798,0.571,0.9876,1
0.306060085,0.5245,0.3855,0.3362,0.7728,0.3825,0.4163,0.457,0.3813,0.1111,0.4444,0.3333,0.3333,1,0.2549,0.6996,0.933,0.7222,0.3333,1,1,0.8,0.6667,0.5,0.201118375,0.399488213,0.770411095,0.1667,0.1111,0.1667,0.2778,0.1667,0.1111,0.5709,0.3754,0.1112,0.2892,0.6443,0.0244,0.501579378,0.455384978,0.710325623,0.265847892,0,0.169537085,0.631230516,0.398771839,0.710769955,0,0,0.554074467,0.576,0.51,0.4644,0
0.359460072,0.3206,0.2929,0.1181,0.2114,0.9407,0.2631,0.9309,0.3502,0.2,0.1,0.6,0.2,0,0.5839,0.2642,0.2995,0,0.4157,0,0,0,0,0.4157,0.396715096,0.611445042,0.467018307,0,0.2,0.1,0.4,0.3,0,1,0.7025,0.4654,0.7271,0.234,1,0.368792689,0.254446444,0.554358784,0.656225021,0.716225021,0.490780377,0,0,0,0,0,0.249815598,0.284,0.361,0.6008,0
0.656631057,0.7528,0.7157,0.5433,0.4721,0.4256,0.7177,0.3004,0.4156,0.0714,0.0714,0.5714,0.0714,0,0.6568,0.5646,0.933,0,0,0,0,0,0,0,0.398215237,0.718510762,0.684303941,0.0714,0.4286,0.0714,0.1429,0.1429,0.1429,1,0.1316,0.7105,0.1333,0.6127,0.0298,0.427123264,0.465457872,0.589070689,0.63635532,0.44511353,0.405838807,0.290153875,0,0.214161193,0.248739914,0,0.651622565,0.18,0.314,0.7404,0
0.7097,0.9357,1,1,0.0466,0.0397,0,0.2971,0.9776,0,0.2667,0.5333,0.1333,0,0.9116,0.4586,0.5606,0.7333,1,0.6,0.75,0.4157,1,0.4157,0.3929,0.6281,0.4854,0.0667,0.3333,0.5333,0,0.0667,0,0.8013,0.1802,0.0124,1,0.829,1,0.5422,0.5,0.5364,0.7,0.83,0.78,0,0,0,0,0,0.9161,0.934,0.85,0.9939,1
0.7158,0.6898,0.4669,0.2008,0.4884,0.463,0.4395,0.7051,0.479,0.125,0.375,0.4375,0.25,1,0.1757,0.6573,1,0.6875,0.5,0.75,1,0.75,0.5,0.5,0.3103,0.5238,0.5297,0.125,0.25,0.125,0.25,0.125,0.125,0.4171,0.2306,0.0365,0.1912,0.0057,0.4604,0.506,0.3,0.6026,0.72,0.78,0.55,0,0,0,0,0,0.4922,0.547,0.626,0.711,1
0.9507,0.8622,0.2783,0.2994,0.6359,0.1973,0.4301,0.063,0.9132,0,0.3846,0.3846,0.2308,0,0.5441,0.4586,0.933,0.5385,0.4,0,1,1,0,0,0.5,0.8272,0.6542,0.3846,0.0769,0.1538,0.2308,0.0769,0.0769,0.3136,0.1069,0.0349,0.1014,0.3683,1,0.8916,0.4,0.7219,0.75,0.86,0.91,0.38,0,0,0,0,0.6576,0.564,0.785,0.9614,1
