user_id,item_id,event_type,created_at,destination_category,event_weight,recency_weight,days_ago,interest_sightseeing,interest_culture,interest_history,interest_nature,interest_beach,interest_adventure,interest_relaxation,interest_strength,booking_rate,save_rate,exploration_rate,conversion_rate,travel_pace_preference,category_loyalty_score,user_unique_dests,user_active_days,feedback_positivity_rate,fb_rate_sightseeing,fb_rate_culture,fb_rate_history,fb_rate_nature,fb_rate_beach,fb_rate_adventure,fb_rate_relaxation,dest_feedback_rate,dest_pos_feedback_count,dest_total_feedback,cat_usage_share_sightseeing,cat_usage_share_culture,cat_usage_share_history,cat_usage_share_nature,cat_usage_share_beach,cat_usage_share_adventure,cat_usage_share_relaxation,cat_recency_sightseeing,cat_recency_culture,cat_recency_history,cat_recency_nature,cat_recency_beach,cat_recency_adventure,cat_recency_relaxation,aggregate_feedback_rating,booked_users_norm,weighted_engagement_norm,Sightseeing_dest_score,Culture_dest_score,History_dest_score,Nature_dest_score,Beach_dest_score,Adventure_dest_score,Relaxation_dest_score,click_frequency,user_item_affinity,category_diversity,trust_score,user_total_feedback_count,label
user_180,dest_13,trip_click,2026-02-28 20:00:23.970000+00:00,Nature,1,0.2634,26.67945995,0.4425,0.3603,0.4725,0.7221,0.3776,0.3923,0.446,0.29,0.0556,0.3333,0.5,0.2222,0,0.4081,0.6996,0.8638,0.5,0,0.25,0.75,0.5,1,0.4157,0.4157,0.3077,0.4636,0.3921,0.1111,0.2222,0.2222,0.3333,0.1111,0,0,0.3782,0.029,0.2012,0.0362,0.1889,1,1,0.7349,0.5,0.4967,0.55,0,0,0.88,0,0.75,0,0.6309,0.5741,0.611,0.887,0.8463,1
user_49,dest_49,view,2026-03-21 03:24:38.178000+00:00,History,0.5,0.7272,6.370962176,0.8026,0.2712,0.187,0.6246,0.3219,0.7356,0.4098,0.6761,0.1538,0.3846,0.3846,0.4615,1,0.3383,0.4586,0.8638,0.4615,1,0.25,1,0.5,0.5,0,0.4157,0.475,0.9201,0.9378,0.0769,0.3077,0.0769,0.1538,0.3077,0.0769,0,0.834,0.0467,0.2197,0.8436,0.3669,0.0897,1,0.2048,0.4,0.7417,0.45,0,0.7,0.65,0,0.52,0,0,0.6147,0.507,0.395,0.726,1
user_14,dest_28,book,2026-03-25 19:48:47.320000+00:00,Beach,4,0.9191,1.687523032,0.175,0.1182,0.0695,0.7174,0.9393,0.6335,0.8754,0.2393,0.125,0,0.875,0.125,0,0.1757,0.1862,0.6407,0.625,0.5,0.5,0.4157,1,0.5,0.4157,0.4157,0.5357,0.7925,0.4854,0.25,0.25,0,0.25,0.25,0,0,0.5239,0.1772,1,0.0913,0.0582,1,1,0.5542,0.5,0.5894,0,0,0,0.55,0.81,0.48,0.76,0,0.8792,0.142,0.725,0.6608,1
user_33,dest_21,book,2026-03-15 10:00:01.877000+00:00,Sightseeing,4,0.5462,12.09638233,0.6898,0.4669,0.2008,0.4884,0.463,0.4395,0.7051,0.479,0.125,0.375,0.4375,0.25,1,0.1757,0.6573,1,0.6875,0.5,0.75,1,0.75,0.5,0.5,0.4157,0.3947,0.7925,0.8724,0.125,0.25,0.125,0.25,0.125,0.125,0,0.4171,0.2306,0.0365,0.1912,0.0057,0.4604,1,0.4337,0.3,0.7285,0.8,0.52,0,0.68,0,0,0.75,0,0.7426,0.547,0.626,0.711,1
user_18,dest_67,trip_click,2026-03-23 11:15:11.714000+00:00,History,1,0.8169,4.044185139,0.7067,0.4386,0.1832,0.5758,0.6364,0.4662,0.6783,0.4495,0.0526,0.2632,0.5263,0.2105,0,0.3605,0.7397,0.7178,0.5789,0.5,0.5,0.3333,0.75,0.6667,0.5,0.4157,0.3438,0.6281,0.6542,0.1053,0.1053,0.1579,0.2105,0.3158,0.1053,0,0.2734,0.2451,0.1251,0.3841,0.5412,0.1441,1,0.3494,0.5,0.6159,0.65,0.5,0.72,0,0,0,0,0.6309,0.4208,0.851,0.492,0.9614,1
user_175,dest_58,book,2026-03-06 10:17:20.790000+00:00,Beach,4,0.3485,21.08435787,0.7712,0.1994,0.1211,0.7669,0.4898,0.7217,0.5649,0.5636,0.2222,0.2778,0.3333,0.3889,1,0.2549,0.6573,0.3903,0,0,0,0,0,0,0,0.4157,0.5,0.9201,0.8724,0.1667,0.0556,0.1111,0.2222,0.2778,0.1667,0,0.4143,0.4878,0.7246,0.3559,0.2584,0.3625,1,0.6024,0.5,0.8808,0.55,0,0,0,0.77,0.45,0.72,0,0.7028,0.441,0.53,0.9939,1
user_80,dest_30,view,2026-03-16 05:30:02.833000+00:00,Adventure,0.5,0.5688,11.28387126,0.7714,0.6661,0.3839,0.4746,0.2935,0.3188,0.406,0.6213,0,0.4375,0.4375,0.0625,0,0.519,0.6124,1,0.6875,1,0.5,1,0.3333,1,1,0.4157,0.6667,0.7556,0.1245,0.0625,0.375,0.125,0.1875,0.1875,0.0625,0,0.6439,0.1671,0.2918,0.6546,0.0339,0.3891,1,0.5422,0.2,0.5166,0.48,0,0,0.7,0,0.83,0,0,0.4904,0.712,0.865,0.9172,1
user_167,dest_14,view,2026-03-07 03:31:14.080000+00:00,Sightseeing,0.5,0.3612,20.36637998,0.7926,0.2745,0,0.8582,0.4953,0.4723,0.7105,0.6158,0,0.6154,0.3846,0.3077,1,0.5441,0.5135,0.7921,0.6154,0.6,0,1,1,0.6667,0.5,0.4157,0.5,0.7925,0.5725,0.3846,0.0769,0.0769,0.0769,0.2308,0.1538,0,0.2599,0.0996,0.7159,0.8575,0.1761,0.039,1,0.5301,0.3,0.5298,0.83,0,0,0.68,0,0.45,0,0,0.6762,0.096,0.316,0.214,1
user_107,dest_48,trip_click,2026-03-20 21:26:48.099000+00:00,Beach,1,0.7182,6.619458461,0.8253,0.4421,0.3446,0.5297,0.3914,0.434,0.6009,0.6568,0.0833,0.25,0.5,0.125,0,0.1757,0.8138,0.5606,0.5,0.1667,0.6667,0.6,1,0.4,0.5,0.4157,0.3667,0.6281,0.5725,0.25,0.125,0.2083,0.125,0.2083,0.0833,0,0.2065,0.4443,0.2766,0.3613,0.2283,0.7748,1,0.3373,0.4,0.5629,0.38,0.45,0,0,0.74,0,0.7,0.6309,0.5931,0.718,0.501,0.3392,1
user_108,dest_71,view,2026-03-22 06:25:04.958000+00:00,Adventure,0.5,0.7693,5.245652222,0.7864,0.7076,0.5711,0.3632,0.104,0.1938,0.3235,0.7017,0.1034,0.3793,0.3793,0.3448,1,0.2496,1,1,0.6207,0.8333,0.5,0.2,1,0.5,1,1,0.5806,0.8908,0.614,0.2069,0.2759,0.1724,0.069,0.1379,0.1034,0.0345,0.0647,0.1331,0.0014,0.6608,0.0733,0.0848,0.299,0.5904,0.3,0.5762,0.55,0,0,0,0.72,0.76,0.48,0,0.4205,0.343,0.548,0.925,1
user_16,dest_42,save_trip,2026-03-21 09:45:33.450000+00:00,Beach,3,0.7369,6.106433565,0.5107,0.3827,0.4838,0.672,0.1708,0.2181,0.297,0.3489,0.0588,0.3529,0.4118,0.3529,1,0.3006,0.5646,0.4772,0.5882,0,0.75,0.4,0.75,1,1,0.4157,0.5217,0.6738,0.2382,0.1176,0.2353,0.2941,0.2353,0.0588,0.0588,0,0.4206,0.1519,0.0439,0.3389,0.2106,0.1168,1,0.5542,0.2,0.4834,0.42,0,0,0.5,0.8,0,0.76,0,0.467,0.742,0.349,0.8362,1
user_166,dest_61,book,2026-03-06 05:16:53.987000+00:00,Nature,4,0.3448,21.29300142,0.5844,0.297,0.2719,0.5039,0.7821,0.6425,0.656,0.2409,0.2105,0.1579,0.5263,0.3158,1,0.2135,0.6996,0.7178,0.4737,1,0.4,0.3333,0,0.75,1,0.4157,0.4516,0.7556,0.614,0.1053,0.2632,0.1579,0.2105,0.2105,0.0526,0,0.4137,0.1403,0.8091,0.1763,0.1302,0.6749,1,0.241,0.3,0.6159,0.48,0,0,0.7,0,0.62,0,0,0.5175,0.139,0.403,0.428,1
user_29,dest_90,view,2026-02-25 21:45:06.199000+00:00,Culture,0.5,0.2276,29.60674897,0.7418,0.348,0.2464,0.8041,0.1119,0.566,0.1036,0.6709,0.2857,0.2857,0.2143,0.2857,1,0.2771,0.5646,1,0.5714,0.4157,0.75,0.6667,0.5,0.5,0,0.4157,0.3846,0.5783,0.3921,0,0.2857,0.2143,0.2857,0.1429,0.0714,0,1,0.2501,0.0237,0.0112,0.035,0.8197,1,0.4337,0.3,0.5364,0.7,0.8,0.74,0,0,0,0,0,0.4959,0.83,0.728,0.6784,1
user_124,dest_5,view,2026-03-09 17:53:08.718000+00:00,Beach,0.5,0.4113,17.76783093,0.5408,0.2947,0.2334,0.3552,0.3884,0.4781,0.3922,0.4364,0.0833,0.0833,0.6667,0.1667,0,0.8325,0.3348,0.6407,0.6667,1,0,0,1,0.6667,0.4157,0.4157,0.2778,0.5783,0.8037,0.0833,0.0833,0.0833,0.25,0.5,0,0,0.1593,0.8631,0.4721,0.1481,0.0346,1,1,0.7349,0.4,0.7152,0.45,0,0,0,0.88,0.5,0.82,0,0.5635,0.673,0.501,0.5532,1
user_28,dest_47,view,2026-03-18 01:09:07.984000+00:00,Adventure,0.5,0.623,9.465061644,0.8236,0.6043,0.4631,0.4692,0.2427,0.2387,0.6313,0.6687,0.2143,0.0714,0.5714,0.2143,0,0.2771,0.5646,0.7921,0,0,0,0,0,0,0,0.4157,0.4545,0.7925,0.6932,0.1429,0.2857,0.1429,0.1429,0.0714,0.2143,0,0.0384,0.1907,0.0943,0.1261,0.9646,0.2202,1,0.6024,0.5,0.6887,0.72,0,0,0.65,0,0.78,0,0,0.539,0.131,0.797,0.4644,0
user_15,dest_93,save_trip,2026-03-04 05:56:00.559000+00:00,Culture,3,0.3125,23.26584203,0.4503,0.2854,0.2689,0.6385,0.7154,0.4504,0.6572,0.0948,0,0.3846,0.4615,0.2308,0,0.5441,0.5135,0.8638,0.5385,0,0.5,1,0.5,0.4,1,0.4157,0.4,0.6738,0.5725,0.0769,0.1538,0.1538,0.1538,0.3846,0.0769,0,0.0813,0.3125,0.1573,0.6657,0.4266,0.6293,1,0.3133,0.3,0.5828,0.6,0.72,0.66,0.38,0,0,0,0,0.4594,0.054,0.536,0.9748,1
user_134,dest_46,save,2026-03-12 11:43:03.583000+00:00,History,2,0.4718,15.0248348,0.7678,0.6226,0.599,0.4837,0.1342,0.3014,0.2374,0.6424,0.0714,0.4286,0.2143,0.2857,1,0.2771,0.5135,0.8638,0,0,0,0,0,0,0,0.4157,0.5,0.7925,0.5725,0.1429,0.2857,0.2143,0.2143,0.0714,0.0714,0,0.0162,0.5016,0.0693,0.0771,0.4493,0.7885,1,0.3133,0.2,0.543,0,0.62,0.68,0.45,0,0,0,0,0.509,0.307,0.459,0.8149,1
user_98,dest_21,trip_click,2026-02-25 18:05:20.885000+00:00,Sightseeing,1,0.2258,29.75935677,0.7221,0.6492,0.5616,0.3833,0.2652,0.1348,0.2517,0.6248,0.125,0.5,0.25,0.4167,1,0.2939,0.9127,0.7178,0.3333,0.2,0.6,0.4286,0,0.25,0.4157,0.4157,0.3947,0.7925,0.8724,0.2083,0.2083,0.2917,0.125,0.1667,0,0,0.4119,0.1625,0.2299,0.7247,0.4757,1,1,0.4337,0.3,0.7285,0.8,0.52,0,0.68,0,0,0.75,0.6309,0.6451,0.132,0.304,0.6008,1
user_48,dest_7,view,2026-03-10 09:40:28.400000+00:00,Beach,0.5,0.4251,17.10996424,0.9399,0.4164,0.4789,0.6609,0.0927,0.2972,0.4279,0.8904,0.0714,0.2143,0.5714,0.1429,0,0.2771,0.5646,0.8638,0.4286,0,0,0.5,0.3333,1,1,0.4157,0.375,0.5238,0.2915,0.2143,0.0714,0.2857,0.2143,0.0714,0.1429,0,0.6021,0.2199,0.0962,0.183,0.59,0.0295,1,0.7108,0.3,0.4768,0.55,0,0,0,0.89,0.62,0.84,0,0.5624,0.387,0.499,0.9748,1
user_5,dest_22,view,2026-03-21 10:01:30.860000+00:00,Beach,0.5,0.7373,6.095352431,0.6929,0.4528,0.3112,0.5433,0.4153,0.4317,0.6484,0.4646,0.1429,0.1905,0.5238,0.2857,0,0.4081,0.7777,0.8638,0.7619,0.6667,0,0.8571,0.5,1,1,0.4157,0.4324,0.8272,0.8385,0.1429,0.0476,0.3333,0.1905,0.2381,0.0476,0,0.5142,1,0.0805,0.2162,0.1145,0.5207,1,0.5663,0.6,0.8543,0.42,0,0,0,0.86,0.58,0.82,0,0.668,0.466,0.801,0.8925,1
user_143,dest_84,save,2026-03-09 19:37:56.894000+00:00,Sightseeing,2,0.4128,17.69505111,0.8384,0.5583,0.502,0.5598,0.3148,0.4234,0.3602,0.6607,0.1905,0.2381,0.381,0.2381,1,0,0.8138,0.933,0,0,0,0,0,0,0,0.4157,0.3448,0.5783,0.5297,0.0952,0.1905,0.1429,0.1905,0.1905,0.1905,0,0.521,0.5347,0.7991,0.035,0.091,0,1,0.4458,0.3,0.6093,0.77,0.4,0,0.72,0,0,0.55,0,0.6817,0.972,0.853,1,1
user_104,dest_92,save_trip,2026-03-26 13:12:27.786000+00:00,Nature,3,0.953,0.96274912,0.8795,0.6217,0.5914,0.4802,0.3128,0.3139,0.3624,0.7225,0.0476,0.381,0.381,0.381,1,0.5347,0.6996,1,0.619,0.5,0.5,0.75,0.5,0.3333,1,0.4157,0.4242,0.7556,0.6932,0.0952,0.0952,0.381,0.1905,0.1429,0.0952,0,0.2036,0.3828,0.0119,0.0332,0.0489,0.1375,1,0.5663,0.4,0.7682,0.68,0,0,0.75,0,0.58,0,0,0.5613,0.727,0.517,0.8925,1
user_97,dest_10,book,2026-03-10 19:02:36.660000+00:00,Sightseeing,4,0.4334,16.71959086,0.7922,0.3853,0.2833,0.8571,0.1271,0.2831,0.4145,0.7036,0.1154,0.3077,0.5,0.3462,1,0.2306,0.943,0.933,0,0,0,0,0,0,0,0.4157,0.2692,0.3963,0.3921,0.2308,0.1538,0.2308,0.2692,0.0385,0.0769,0,0.4419,0.1671,0.0659,0.009,0.7993,0.2691,1,0.5422,0.3,0.6225,0.84,0.45,0,0.78,0,0,0.65,0,0.78,0.767,0.673,0.9681,1
user_99,dest_47,trip_click,2026-03-09 11:44:55.984000+00:00,Adventure,1,0.4061,18.02353387,0.6987,0.4196,0.3098,0.588,0.1789,0.2978,0.415,0.6181,0.2353,0.2353,0.4118,0.3529,1,0.3006,0.6573,0.7921,0.9412,1,0.5,1,1,1,1,1,0.4545,0.7925,0.6932,0.1765,0.1176,0.2941,0.2353,0.0588,0.0588,0.0588,0.3722,0.5612,0.0992,0.3329,0.2095,0.6215,0.2123,0.6024,0.5,0.6887,0.72,0,0,0.65,0,0.78,0,0.6309,0.5523,0.978,0.694,0.8656,1
user_122,dest_21,book,2026-03-09 23:54:16.485000+00:00,Sightseeing,4,0.4165,17.51704659,0.8188,0.3893,0.1553,0.7971,0.2232,0.4087,0.2693,0.7715,0.1765,0.2353,0.4118,0.3529,1,0.3006,0.6124,0.933,0,0,0,0,0,0,0,0.4157,0.3947,0.7925,0.8724,0.2941,0.1176,0.1176,0.1765,0.1765,0.1176,0,0.0674,0.1948,0.197,0.4783,0.0067,0.2216,1,0.4337,0.3,0.7285,0.8,0.52,0,0.68,0,0,0.75,0,0.7253,0.106,0.317,0.8036,1
user_187,dest_95,view,2026-03-24 15:57:36.138000+00:00,Beach,0.5,0.8673,2.84806912,0.7532,0.4286,0.4008,0.7128,0.0554,0.4358,0.2142,0.6639,0.0909,0.3636,0.5,0.3182,1,0.2405,0.8483,0.6407,0,0,0,0,0,0,0,0.4157,0.3462,0.5238,0.3921,0.2273,0.1364,0.1818,0.2727,0.0909,0.0909,0,0.1944,0.5902,0.1828,0.3294,0.0982,0.525,1,0,0.5,0.6159,0.35,0,0,0,0.58,0,0.52,0,0.209,0.564,0.373,0.9091,0
user_184,dest_74,save,2026-03-21 04:20:04.783000+00:00,Adventure,2,0.7286,6.332459803,0.8908,0.5197,0.4952,0.6525,0.1868,0.5905,0.347,0.7055,0.3,0.3,0.2,0.4,1,0.317,0.3348,0.7178,0.5,0.4157,0.6667,0,0.5,1,0.3333,0.4157,0.2857,0.5783,0.7679,0,0.3,0.1,0.2,0.1,0.3,0,1,0.3303,0.9559,0.5345,0.8066,0.0699,1,0.2771,0.4,0.8079,0.48,0,0,0.62,0,0.69,0,0,0.5994,0.501,0.523,0.8561,1
user_188,dest_12,view,2026-03-26 19:25:24.896000+00:00,Adventure,0.5,0.9654,0.703754792,0.7897,0.4015,0.2792,0.5848,0.4193,0.7287,0.5129,0.5575,0.0714,0.2857,0.5714,0.3571,0,1,0.3348,1,0.5714,1,0.6667,0.5,0.4157,0.4157,0.5,0.4157,0.5789,1,0.8724,0.0714,0.2143,0.1429,0,0,0.5714,0,0.1508,0.1979,0.5884,1,1,0.0243,1,0.6867,0.4,0.6887,0.48,0,0,0,0.84,0.86,0.65,0,0.7538,0.583,0.378,0.8036,1
user_160,dest_22,trip_click,2026-03-24 16:43:16.337000+00:00,Beach,1,0.8686,2.816353854,0.8822,0.2137,0.3772,0.567,0.3392,0.4103,0.3173,0.867,0.1429,0.2857,0.2857,0.2857,1,0.6568,0.0989,0.4772,0.4286,0,1,0,0.4157,0.6667,0.4157,0.4157,0.4324,0.8272,0.8385,0.2857,0.1429,0.1429,0,0.4286,0,0,0.4389,0.5958,0.4171,1,0.0254,1,1,0.5663,0.6,0.8543,0.42,0,0,0,0.86,0.58,0.82,0.6309,0.5692,0.42,0.319,0.428,1
user_146,dest_91,view,2026-03-18 11:26:19.375000+00:00,Nature,0.5,0.6365,9.036457581,0.8124,0.4414,0.0766,0.5839,0.2634,0.3375,0.7045,0.7395,0.0714,0.2143,0.5,0.2143,0,0.2771,0.4586,0.8638,0,0,0,0,0,0,0.4157,0.4157,0.2667,0.4636,0.5725,0.1429,0.0714,0.2143,0.2857,0.2857,0,0,0.0797,0.2715,0.1762,0.3116,0.0496,1,1,0.506,0.5,0.6689,0.62,0.42,0,0.76,0,0,0.7,0,0.7331,0.096,0.325,1,0
user_92,dest_3,save,2026-03-14 18:44:58.263000+00:00,History,2,0.5291,12.73184082,0.8449,0.5431,0.5328,0.4529,0.1483,0.448,0.1268,0.7815,0,0.4,0.4,0.0667,0,0.2235,0.5646,1,0,0,0,0,0,0.4157,0,0.4157,0.5,0.8272,0.6542,0.1333,0.2,0.2667,0.2,0,0.2,0,0.1163,0.206,0.439,0.0595,1,0.0093,1,1,0.1,0.6093,0.88,0.7,0.93,0,0,0,0.52,0,0.7518,0.392,0.748,0.6008,1
user_198,dest_66,view,2026-03-12 01:55:40.828000+00:00,Culture,0.5,0.4623,15.43273706,0.775,0.2854,0.1936,0.7434,0.3638,0.5087,0.2684,0.686,0.1579,0.2632,0.3684,0.2105,1,0.2135,0.7777,0.933,0.7895,1,0.5,0.5,0.8,1,1,0.4157,0.3684,0.7556,0.8724,0.1053,0.2105,0.1053,0.2632,0.1053,0.2105,0,0.029,0.1731,0.4696,0.6078,0.4592,0.0083,1,0.3855,0.6,0.9073,0.6,0.74,0.68,0,0,0,0,0,0.4195,0.621,0.775,0.1252,0
user_126,dest_8,save,2026-03-16 19:31:18.067000+00:00,History,2,0.5857,10.69966716,0.7944,0.3991,0.5187,0.752,0.0436,0.4217,0.0277,0.7315,0.0667,0.2,0.4667,0.0667,0,0.4081,0.6124,0.7178,0.5333,0.3333,0.5,0.4,1,0.4157,0.5,0.4157,0.5,0.8272,0.6542,0.2,0.1333,0.3333,0.2,0,0.1333,0,0.2693,0.858,0.128,0.1435,1,0.5052,1,0.8916,0.4,0.7219,0.75,0.86,0.91,0.38,0,0,0,0,0.7555,0.891,0.811,0.8362,1
user_53,dest_100,view,2026-03-22 19:41:14.007000+00:00,History,0.5,0.7909,4.692769711,0.5708,0.1548,0.0823,0.4864,0.599,0.6355,0.7311,0.3553,0.2,0.3,0.4,0.3,1,0.317,0.3348,0.4772,0.7,1,0.4157,0.6667,0.5,1,0,0.4157,0.4643,0.7162,0.4854,0.2,0,0.3,0.2,0.2,0.1,0,0.2498,1,0.1618,0.215,0.0205,0.6308,1,0.1205,0.3,0.5166,0.42,0,0.58,0.52,0,0,0,0,0.285,0.945,0.817,0.9876,1
user_17,dest_12,book,2026-03-09 14:27:57.055000+00:00,Adventure,4,0.4084,17.91032703,0.6114,0.3571,0.3203,0.2077,0.655,0.4634,0.6489,0.4092,0.1111,0.1667,0.5,0.2222,0,0.4081,0.6996,0.8638,0,0,0.4157,0,0,0,0,0.4157,0.5789,1,0.8724,0.1667,0,0.2778,0.3333,0.1667,0.0556,0,0.0166,1,0.0387,0.2909,0.6419,0.6176,1,0.6867,0.4,0.6887,0.48,0,0,0,0.84,0.86,0.65,0,0.7452,0.434,0.587,0.8561,1
user_133,dest_48,trip_click,2026-03-17 03:48:46.599000+00:00,Beach,1,0.5959,10.35419804,0.6281,0.7457,0.601,0.1731,0.461,0.2393,0.5004,0.3819,0.1818,0.1818,0.3636,0.1818,1,0.489,0.3993,0.6407,0.5455,1,0.25,0,0.4157,0.75,1,0.4157,0.3667,0.6281,0.5725,0.0909,0.3636,0.0909,0,0.3636,0.0909,0,0.0975,0.4593,0.2248,1,0.357,0.1968,1,0.3373,0.4,0.5629,0.38,0.45,0,0,0.74,0,0.7,0.6309,0.6092,0.207,0.863,0.4969,1
user_174,dest_58,view,2026-03-03 14:30:17.217000+00:00,Beach,0.5,0.3026,23.90870478,0.7124,0.2808,0.4684,0.6673,0.1653,0.4227,0.1727,0.6322,0.0625,0.3125,0.3125,0.1875,0,0.6792,0.6573,0.8638,0.625,1,0.5,0.7143,0.6667,0.5,0,0.4157,0.5,0.9201,0.8724,0.0625,0.125,0.4375,0.1875,0.125,0.0625,0,0.2641,0.057,0.1967,0.3229,0.4436,1,1,0.6024,0.5,0.8808,0.55,0,0,0,0.77,0.45,0.72,0,0.4314,0.811,0.474,0.792,0
user_129,dest_12,view,2026-03-07 17:16:13.027000+00:00,Adventure,0.5,0.3717,19.7934755,0.7838,0.3182,0.3266,0.3376,0.5523,0.5274,0.6017,0.6331,0.2083,0.2083,0.375,0.3333,1,0.2939,0.8483,0.7921,0.625,0.5,0.5,0.5,1,0.5714,1,1,0.5789,1,0.8724,0.0833,0.25,0.1667,0.0833,0.2917,0.0833,0.0417,0.0049,0.2039,0.0815,0.1051,0.0252,0.6825,0.6705,0.6867,0.4,0.6887,0.48,0,0,0,0.84,0.86,0.65,0,0.7517,0.37,0.628,0.9681,1
user_25,dest_75,view,2026-02-28 07:19:52.683000+00:00,Sightseeing,0.5,0.2566,27.20759985,0.7765,0.6789,0.5766,0.2981,0.1335,0.2673,0.0343,0.7539,0.1818,0.1818,0.5455,0.2727,1,0.2405,0.3993,0.6407,0.1818,0,0,0.5,0.3333,0,0,0.4157,0.3793,0.6281,0.5297,0.0909,0.2727,0.1818,0.2727,0.0909,0.0909,0,0.9382,0.4535,0.1368,0.0926,0.7098,0.8349,1,0.2289,0.6,0.8013,0.65,0,0.55,0.42,0,0,0,0,0.4819,0.051,0.452,0.8362,0
user_107,dest_15,save,2026-02-25 17:27:08.736000+00:00,Culture,2,0.2255,29.78588627,0.8253,0.4421,0.3446,0.5297,0.3914,0.434,0.6009,0.6568,0.0833,0.25,0.5,0.125,0,0.1757,0.8138,0.5606,0.5,0.1667,0.6667,0.6,1,0.4,0.5,0.4157,0.3793,0.6281,0.5297,0.25,0.125,0.2083,0.125,0.2083,0.0833,0,0.2065,0.4443,0.2766,0.3613,0.2283,0.7748,1,0.6627,0.6,0.6821,0.8,0.89,0.85,0,0,0,0,0,0.6386,0.718,0.501,0.3392,1
user_2,dest_78,view,2026-03-11 19:23:13.922000+00:00,Sightseeing,0.5,0.456,15.70527069,0.7932,0.7209,0.5679,0.2281,0.2997,0.2987,0.3649,0.661,0.2353,0.3529,0.3529,0.4118,1,0.4607,0.6573,0.5606,0,0,0,0,0,0,0,0.4157,0.2903,0.5238,0.614,0.1765,0.3529,0.1765,0.0588,0.1176,0.1176,0,0.5416,0.2636,0.4538,0.7717,0.6681,0.1884,1,0.1084,0.5,0.7285,0.6,0.38,0.55,0,0,0,0,0,0.5301,0.27,0.352,0.9939,0
user_50,dest_7,view,2026-03-09 08:06:29.373000+00:00,Beach,0.5,0.403,18.17523075,0.8086,0.2409,0.0439,1,0.4084,0.8167,0.391,0.7312,0.1875,0,0.75,0.1875,0,0.519,0.6124,0.5606,0.8125,0.4157,0.3333,1,1,0.5,1,0.4157,0.375,0.5238,0.2915,0,0.1875,0.0625,0.375,0.125,0.25,0,1,0.2128,0.668,0.1428,0.5771,0.2785,1,0.7108,0.3,0.4768,0.55,0,0,0,0.89,0.62,0.84,0,0.7386,0.908,0.816,0.6784,0
user_56,dest_61,trip_click,2026-03-20 06:41:43.118000+00:00,Nature,1,0.6965,7.234099444,0.5218,0.0988,0.1541,0.6201,0.5064,0.5842,0.7193,0.2848,0.0714,0.5,0.1429,0.5,1,0.4718,0.5646,0.7178,0,0,0.4157,0,0,0,0,0.4157,0.4516,0.7556,0.614,0.1429,0,0.1429,0.2143,0.3571,0.1429,0,0.6894,1,0.6097,0.1587,0.0943,0.3407,1,0.241,0.3,0.6159,0.48,0,0,0.7,0,0.62,0,0.6309,0.5238,0.766,0.793,0.8036,1
user_51,dest_98,trip_click,2026-03-22 20:34:20.378000+00:00,Nature,1,0.7923,4.655890417,0.7837,0.5429,0.5445,0.5608,0.0764,0.312,0.1919,0.7043,0,0.2941,0.5294,0.1765,0,0.6142,0.6573,0.933,0.5882,0.4157,0.5714,0.75,0.3333,0,1,1,0.5667,0.8599,0.5725,0,0.4118,0.2353,0.1765,0.0588,0.0588,0.0588,1,0.3681,0.3089,0.0341,1,0.5326,0.9354,0.0482,0.4,0.5894,0.35,0,0.48,0.55,0,0,0,0.6309,0.4362,0.463,0.472,0.9473,1
user_45,dest_5,view,2026-03-14 22:19:58.080000+00:00,Beach,0.5,0.5331,12.58253738,0.6819,0.4917,0.3942,0.7556,0.1144,0.2783,0.2831,0.5521,0.2353,0.0588,0.4706,0.2353,1,0.1331,0.6573,0.7178,0.6471,0.3333,0.6667,1,0.75,1,0,0.4157,0.2778,0.5783,0.8037,0.1765,0.1765,0.1765,0.2353,0.1176,0.1176,0,0.7949,0.3608,0.1136,0.143,0.4339,0.3302,1,0.7349,0.4,0.7152,0.45,0,0,0,0.88,0.5,0.82,0,0.4059,0.258,0.643,0.9614,1
user_18,dest_5,view,2026-03-11 19:39:47.137000+00:00,Beach,0.5,0.4563,15.69377515,0.7067,0.4386,0.1832,0.5758,0.6364,0.4662,0.6783,0.4495,0.0526,0.2632,0.5263,0.2105,0,0.3605,0.7397,0.7178,0.5789,0.5,0.5,0.3333,0.75,0.6667,0.5,0.4157,0.2778,0.5783,0.8037,0.1053,0.1053,0.1579,0.2105,0.3158,0.1053,0,0.2734,0.2451,0.1251,0.3841,0.5412,0.1441,1,0.7349,0.4,0.7152,0.45,0,0,0,0.88,0.5,0.82,0,0.7463,0.851,0.492,0.9614,0
user_65,dest_1,book,2026-02-27 13:40:50.434000+00:00,History,4,0.2473,27.94304255,0.8513,0.6463,0.5335,0.441,0.2043,0.2493,0.2315,0.7802,0.1538,0.3846,0.3077,0.3077,1,0.7388,0.5135,0.8638,0.6923,0.5,0,0.8333,1,1,0,0.4157,0.1935,0.3199,0.614,0.1538,0.0769,0.4615,0.1538,0.0769,0.0769,0,0.0887,0.4392,0.0306,0.4041,0.663,0.1683,1,0.9398,0.4,0.6556,0.9,0.72,0.96,0.55,0,0,0,0,0.8411,0.013,0.796,0.7541,1
